epoch,loss,mae_e,mae_e_per_atom,rmse_e,rmse_e_per_atom,q95_e,mae_f,rel_mae_f,rmse_f,rel_rmse_f,q95_f,time,mode
83,0.9826472997665405,4.074999809265137,0.01072368398308754,6.266644477844238,0.01649116910994053,11.243749999999999,0.04437752068042755,10.709441572497953,0.09911484271287918,15.635432828310861,0.14401730597019205,0.22746610641479492,eval
84,0.9822057485580444,4.046875,0.010649670846760273,6.27393102645874,0.01651034504175186,11.251562499999999,0.04433102533221245,10.698221044458805,0.09909253567457199,15.63191387807592,0.14364729598164563,0.23020553588867188,eval
85,0.9819449782371521,3.9898438453674316,0.010499589145183563,6.136463642120361,0.016148587688803673,11.003124999999999,0.04433450475335121,10.699060718618615,0.09907997399568558,15.629932264817366,0.14169232472777382,0.22791266441345215,eval
86,0.9809943437576294,3.895312547683716,0.010250821709632874,5.905418872833252,0.015540575608611107,10.596874999999999,0.04423268511891365,10.674489011835025,0.09903295338153839,15.622514731439708,0.14239067807793618,0.2336866855621338,eval
87,0.9781306385993958,4.154687404632568,0.010933388024568558,6.4052958488464355,0.016856040805578232,11.428906249999999,0.044117748737335205,10.646751895290532,0.09888612478971481,15.599352422728959,0.14152124598622332,0.23016047477722168,eval
88,0.9780425429344177,3.8726563453674316,0.01019120030105114,5.920269012451172,0.015579654835164547,10.6296875,0.04403795674443245,10.62749602716534,0.09888375550508499,15.59897866649158,0.14107052758336083,0.22811651229858398,eval
89,0.9767947196960449,3.85546875,0.010145970620214939,5.935359001159668,0.015619366429746151,10.653906249999999,0.043938905000686646,10.603592283872903,0.09882058203220367,15.5890130088289,0.14077997058629996,0.23038816452026367,eval
90,0.9777427315711975,3.8382811546325684,0.010100740008056164,5.888010025024414,0.015494762919843197,10.56875,0.043954428285360336,10.60733845327753,0.098868727684021,15.59660801765261,0.1410679116845131,0.22813963890075684,eval
91,0.9789077043533325,3.8812499046325684,0.010213815607130527,6.020686626434326,0.015843912959098816,10.796093749999999,0.04397660493850708,10.612690252285384,0.0989270806312561,15.605813234165655,0.14232630506157876,0.22759246826171875,eval
92,0.9791422486305237,3.957812547683716,0.010415296070277691,6.218250751495361,0.01636381819844246,11.1078125,0.04393015429377556,10.601480512351074,0.09893808513879776,15.60754920260153,0.140649449825287,0.23203039169311523,eval
93,0.9785221815109253,3.8765625953674316,0.01020148117095232,5.964204788208008,0.015695277601480484,10.696874999999999,0.04384408891201019,10.580710713513767,0.09890782088041306,15.602774995569355,0.14067510664463054,0.23795199394226074,eval
94,0.9774593710899353,3.8265624046325684,0.010069901123642921,5.861828327178955,0.015425863675773144,10.517187499999999,0.043789513409137726,10.567540235525342,0.09885451197624207,15.594365480228339,0.14044262245297437,0.230027437210083,eval
95,0.9769198298454285,3.7890625,0.00997121725231409,5.820583343505859,0.015317323617637157,10.44609375,0.043768346309661865,10.562432067885055,0.09882737696170807,15.590084913509683,0.13963321819901484,0.23059344291687012,eval
96,0.9760847687721252,3.7835936546325684,0.009956826455891132,5.8446197509765625,0.015380578115582466,10.483593749999999,0.04370775446295738,10.547809690787327,0.09878503531217575,15.583405489934144,0.1398601636290552,0.23278331756591797,eval
97,0.9774081110954285,3.729687452316284,0.009814967401325703,5.70010232925415,0.015000269748270512,10.23125,0.04368133470416069,10.5414339208287,0.09885255992412567,15.59405754269943,0.1398200407624245,0.23308205604553223,eval
98,0.9768987894058228,3.7015624046325684,0.009740954264998436,5.65826940536499,0.014890181832015514,10.161718749999999,0.04354993626475334,10.509724084678004,0.09882697463035583,15.590021445469374,0.1390684604644776,0.23025989532470703,eval
99,0.975182294845581,4.010156154632568,0.010553042404353619,6.1515021324157715,0.016188163310289383,10.95703125,0.04347856342792511,10.492499976297104,0.09873804450035095,15.575992657892801,0.14000615403056152,0.2283334732055664,eval
100,0.9722455739974976,4.5546875,0.011986019089818,6.511567115783691,0.017135703936219215,11.485937499999999,0.04342220723628998,10.478899772132676,0.09858763217926025,15.552265013489667,0.1382133148610592,0.22850275039672852,eval
101,0.9718276262283325,4.689062595367432,0.0123396385461092,6.593541145324707,0.01735142432153225,11.59453125,0.04337617754936218,10.46779162018558,0.09856604784727097,15.548860070660467,0.13861829042434695,0.23270630836486816,eval
102,0.9704914093017578,5.0546875,0.013301809318363667,6.82813835144043,0.017968785017728806,11.892187499999999,0.04339404031634331,10.47210236707667,0.09849712997674942,15.537988230422256,0.1401769973337651,0.22821617126464844,eval
103,0.9701043963432312,4.643750190734863,0.012220395728945732,6.517107009887695,0.017150282859802246,11.453125,0.04334675148129463,10.460690350176668,0.09847894310951233,15.535119239933447,0.13888404965400697,0.2286524772644043,eval
104,0.9699030518531799,4.094531059265137,0.010775081813335419,6.105960369110107,0.016068318858742714,10.842968749999999,0.04330512508749962,10.450644826556008,0.0984705463051796,15.533794638425505,0.13737886101007474,0.22963929176330566,eval
105,0.9685800671577454,3.8851561546325684,0.010224095545709133,5.953092098236084,0.01566603220999241,10.607031249999999,0.04319817200303078,10.424834285733645,0.09840399771928787,15.523296554424673,0.13849416151642818,0.22786521911621094,eval
106,0.96955806016922,3.621875047683716,0.009531250223517418,5.6785664558410645,0.014943595975637436,10.165624999999999,0.04320676252245903,10.42690739987981,0.0984547957777977,15.531309982180794,0.13879009261727343,0.22702240943908691,eval
107,0.9680203199386597,3.5531249046325684,0.009350328706204891,5.494435787200928,0.014459040947258472,9.854687499999999,0.04307793453335762,10.395817879757239,0.09837739914655685,15.519100611759765,0.13743322715163236,0.23688101768493652,eval
108,0.9675095081329346,3.546875,0.009333881549537182,5.4946722984313965,0.01445966400206089,9.857031249999999,0.043008528649806976,10.379068447989162,0.09835143387317657,15.515004572491636,0.13784392103552826,0.23118996620178223,eval
109,0.9684532284736633,3.5601563453674316,0.009368832223117352,5.522548198699951,0.014533021487295628,9.91015625,0.042940787971019745,10.36272087312626,0.09839928895235062,15.522553743286235,0.13781763613224032,0.2325587272644043,eval
110,0.9679413437843323,4.0546875,0.01067022979259491,5.998985767364502,0.015786804258823395,10.6484375,0.042905304580926895,10.354157814911945,0.09837134927511215,15.51814624048696,0.13801149129867557,0.22956228256225586,eval
111,0.9671041369438171,4.400000095367432,0.011578947305679321,6.207643032073975,0.016335902735590935,10.931249999999999,0.04291928559541702,10.357531794699696,0.0983278751373291,15.511288166131287,0.13924886807799347,0.22927308082580566,eval
112,0.9680712223052979,4.424218654632568,0.011642681434750557,6.21998929977417,0.01636839285492897,10.93984375,0.042923454195261,10.35853778547574,0.09837699681520462,15.519037143719453,0.13851351663470274,0.22909331321716309,eval
113,0.9674580693244934,4.142968654632568,0.010902549140155315,6.030261516571045,0.015869108960032463,10.67265625,0.04284215718507767,10.338918717821038,0.09834664314985275,15.514248832678321,0.1385067827999593,0.22924232482910156,eval
114,0.9683675169944763,3.946093797683716,0.010384457185864449,5.913372993469238,0.01556150708347559,10.514843749999999,0.04289579764008522,10.351863544616624,0.09839336574077606,15.52161935269279,0.13847507908940335,0.22867321968078613,eval
115,0.967628538608551,4.275781154632568,0.011252055875957012,6.108999729156494,0.016076315194368362,10.784374999999999,0.04287784546613693,10.347531221515858,0.09835496544837952,15.515561680845465,0.13938164860010147,0.23783087730407715,eval
116,0.9679691791534424,4.190625190734863,0.011027960106730461,6.044805526733398,0.01590738259255886,10.689062499999999,0.04286469146609306,10.34435682166759,0.09837257117033005,15.518338995276048,0.13939611762762075,0.23053836822509766,eval
117,0.9678959846496582,3.948437452316284,0.010390625335276127,5.869920253753662,0.015447158366441727,10.428906249999999,0.042857058346271515,10.342514752766684,0.09836957603693008,15.517866510975967,0.1392263717949391,0.23818349838256836,eval
118,0.9678795337677002,3.4765625,0.009148849174380302,5.426625728607178,0.014280593954026699,9.732031249999999,0.04288607835769653,10.349518030823326,0.0983704924583435,15.518011077067783,0.13856302648782737,0.229583740234375,eval
119,0.9671934247016907,3.492968797683716,0.009192022494971752,5.448579788208008,0.014338367618620396,9.76953125,0.042818788439035416,10.333279236017532,0.09833554178476334,15.51249758489941,0.13910448625683786,0.22867321968078613,eval
120,0.9681558012962341,3.914843797683716,0.010302220471203327,5.822774887084961,0.015323092229664326,10.341406249999999,0.0428384393453598,10.3380215071021,0.09838297963142395,15.519980936985538,0.13960673362016682,0.22829174995422363,eval
121,0.9661140441894531,4.104687690734863,0.010801808908581734,5.94502592086792,0.015644803643226624,10.521093749999999,0.04272373020648956,10.310339230090529,0.09827864915132523,15.503522733866006,0.13900376707315446,0.23770928382873535,eval
122,0.9644579887390137,4.345312595367432,0.01143503375351429,6.095953941345215,0.016041982918977737,10.71875,0.04267488420009613,10.298551427538705,0.0981937125325203,15.490123925356212,0.13776230737566955,0.22808074951171875,eval
123,0.9658868908882141,4.407031059265137,0.011597450822591782,6.141217231750488,0.016161097213625908,10.78515625,0.04270954802632332,10.30691670383101,0.09826625138521194,15.501566977957209,0.13924867361783982,0.232710599899292,eval
124,0.9669930338859558,3.8023438453674316,0.010006166994571686,5.7232666015625,0.015061228536069393,10.182812499999999,0.04269031807780266,10.302276020733657,0.09832426905632019,15.510719304436662,0.1388508222997189,0.23102927207946777,eval
125,0.9662211537361145,3.7249999046325684,0.00980263203382492,5.623607635498047,0.0147989671677351,10.014843749999999,0.042583998292684555,10.276618311396483,0.09828540682792664,15.504588761876391,0.13919772207736975,0.22915387153625488,eval
126,0.9667112827301025,3.45703125,0.009097451344132423,5.416305065155029,0.014253434725105762,9.68203125,0.04259508475661278,10.27929376139604,0.09831113368272781,15.508647190453964,0.14088926911354066,0.22817587852478027,eval
127,0.9655358791351318,3.9906249046325684,0.01050164457410574,5.752627372741699,0.015138493850827217,10.173437499999999,0.042547956109046936,10.267920401871704,0.09825002402067184,15.499007100331388,0.14164867103099824,0.23827505111694336,eval
128,0.9657952785491943,3.6953125,0.009724507108330727,5.5503363609313965,0.01460614800453186,9.87109375,0.04258475452661514,10.276800810169973,0.09826403111219406,15.501216728401426,0.14079034477472305,0.2362346649169922,eval
129,0.9655064940452576,3.3140625953674316,0.008721216581761837,5.1902756690979,0.013658619485795498,9.303125,0.04250286892056465,10.25703969913492,0.09825069457292557,15.499112880398572,0.1398643478751183,0.22805261611938477,eval
